Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,324,8,T:System.Net.Http.HttpContent,,,,,"var response = new HttpResponseMessage(HttpStatusCode.OK)          {              Content = new StringContent(xmlContent, System.Text.Encoding.UTF8, ""application/xml"")          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,312,8,T:System.Net.Http.HttpContent,,,,,"var response = new HttpResponseMessage(HttpStatusCode.OK)          {              Content = new StringContent(""{\""key\"":\""value\""}"", System.Text.Encoding.UTF8, ""application/json"")          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,301,8,T:System.Net.Http.HttpContent,,,,,"var response = new HttpResponseMessage(HttpStatusCode.OK)          {              Content = new StringContent(""<!DOCTYPE html>"", System.Text.Encoding.UTF8, ""application/octet-stream"")          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,290,8,T:System.Net.Http.HttpContent,,,,,"var response = new HttpResponseMessage(HttpStatusCode.OK)          {              Content = new StringContent(""<html>"", System.Text.Encoding.UTF8, ""text/html"")          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,235,8,T:System.Uri,,,,,var changesUrl = handler.LastRequestUri!.ToString();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,232,8,T:System.Uri,,,,,var iterationsUrl = handler.LastRequestUri!.ToString();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,229,8,T:System.Uri,,,,,var detailsUrl = handler.LastRequestUri!.ToString();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,197,8,T:System.Uri,,,,,var url = handler.LastRequestUri!.OriginalString;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,183,8,T:System.Uri,,,,,var url = handler.LastRequestUri!.OriginalString;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,169,8,T:System.Uri,,,,,var url = handler.LastRequestUri!.OriginalString;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,145,8,T:System.Uri,,,,,var url = handler.LastRequestUri!.OriginalString;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,129,8,T:System.Uri,,,,,var url = handler.LastRequestUri!.OriginalString;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,81,8,T:System.Uri,,,,,"Assert.Contains(""/pullRequests/10/iterations/2/changes?api-version=7.0"",              handler.LastRequestUri!.ToString());"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,68,8,T:System.Uri,,,,,"Assert.Contains(""/pullRequests/10/iterations?api-version=7.0"", handler.LastRequestUri!.ToString());"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,43,8,T:System.Uri,,,,,"Assert.Contains(""/pullRequests/42?api-version=7.0"", handler.LastRequestUri!.ToString());"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,20,8,T:System.Uri,,,,,"var httpClient = new HttpClient(handler)          {              BaseAddress = new Uri($""https://dev.azure.com/{_options.OrganizationName}/"")          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,20,8,M:System.Uri.#ctor(System.String),,,,,"var httpClient = new HttpClient(handler)          {              BaseAddress = new Uri($""https://dev.azure.com/{_options.OrganizationName}/"")          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\AzureDevOpsIntegration\AzureDevOpsApiClientTests.cs,20,8,T:System.Uri,,,,,"var httpClient = new HttpClient(handler)          {              BaseAddress = new Uri($""https://dev.azure.com/{_options.OrganizationName}/"")          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetLocalChangesFilesToolHandlerTests.cs,122,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetLocalChangesFilesToolHandlerTests.cs,122,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetLocalChangesFilesToolHandlerTests.cs,51,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetLocalChangesFilesToolHandlerTests.cs,51,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetLocalFileDiffToolHandlerTests.cs,62,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetLocalFileDiffToolHandlerTests.cs,62,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetPullRequestFilesToolHandlerTests.cs,95,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetPullRequestFilesToolHandlerTests.cs,95,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetPullRequestFilesToolHandlerTests.cs,74,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetPullRequestFilesToolHandlerTests.cs,74,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetPullRequestFilesToolHandlerTests.cs,60,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetPullRequestFilesToolHandlerTests.cs,60,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetPullRequestDiffToolHandlerTests.cs,95,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetPullRequestDiffToolHandlerTests.cs,95,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetPullRequestDiffToolHandlerTests.cs,67,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetPullRequestDiffToolHandlerTests.cs,67,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetFileContentAtRefToolHandlerTests.cs,74,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetFileContentAtRefToolHandlerTests.cs,74,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetFileContentAtRefToolHandlerTests.cs,45,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetFileContentAtRefToolHandlerTests.cs,45,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(result.Content[0].Text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetFileDiffToolHandlerTests.cs,68,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(text);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,REBUSS.Pure.Tests\REBUSS.Pure.Tests.csproj,File,REBUSS.Pure.Tests\Tools\GetFileDiffToolHandlerTests.cs,68,8,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(text);
